"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q3_consent","Q6_1_extravert","Q6_2_critical","Q6_3_dependable","Q6_4_anxious","Q6_5_open","Q6_6_reserved","Q6_7_sympathetic","Q6_8_disorganized","Q6_9_calm","Q6_10_conventional","Q7_1_group_inferiority","Q7_2_use_force","Q7_3_more_chances","Q7_4_step_on","Q7_5_stay_place","Q7_6_top_bottom","Q7_7_inferior","Q7_8_kept_place","Q7_9_equal","Q7_10_equality_ideal","Q7_11_equal_chance","Q7_12_equalize_conditions","Q7_13_social_equality","Q7_14_fewer_problems","Q7_15_incomes_equal","Q7_16_no_dominate","Q8_1_neglect_needs","Q8_2_others_needs","Q8_3_sensitive_feelings","Q8_4_not_helpful","Q8_5_be_helpful","Q8_6_no_aid","Q8_7_be_responsive","Q8_8_help_others","Q8_9_no_involvement","Q8_10_no_help_others","Q8_11_turn_to_others","Q8_12_emotion_avoid","Q8_13_trouble_themselves","Q8_14_ignored_hurt","Q9_1_depend_on_self","Q9_2_rely_on_self","Q9_3_do_own_thing","Q9_4_personal_identity_important","Q9_5_do_job_better","Q9_6_winning_everything","Q9_7_competition_nature","Q9_8_others_better_tense","Q9_9_coworker_prize_proud","Q9_10_coworker_wellbeing","Q9_11_spend_time_others","Q9_12_good_cooperate_others","Q9_13_family_together","Q9_14_care_family_duty","Q9_15_family_stick_together","Q9_16_respect_group_decision","Q11_age","Q12_gender","Q13_education","Q14_job","Q15_total_hours","Q16_employer_selfemployed","Q17_occupation","Q18_employ_situation","Q18_employ_situation_text","Q19_income_US","Q20_income_MA","Q21_income_PH","Q22_income_feeling","Q23_religion","Q23_religion_text","Q24_religion_freq","Q25_adult_hh_num","Q26_child_hh_num","Q27_marital_status","Q28_friends_num","Q29_born_in_country","Q30_move_last5","Q31_country_origin","Q32_1_smartphone","Q32_2_computer","Q32_3_tablet","Q33_internet_where","Q34_internet_hours_day","Q35_social_networks","Q36_social_media_people_num","Q37_social_media_hours_day","Q38_online_research","Q39_send_survey_invites","Q40_mobile_number","Q6_2_critical_REV","Q6_4_anxious_REV","Q6_6_reserved_REV","Q6_8_disorganized_REV","Q6_10_conventional_REV","tipi_extraversion","tipi_agreeableness","tipi_conscientiousness","tipi_emot_stability","tipi_open_experiences","Q7_9_equal_REV","Q7_10_equality_ideal_REV","Q7_11_equal_chance_REV","Q7_12_equalize_conditions_REV","Q7_13_social_equality_REV","Q7_14_fewer_problems_REV","Q7_15_incomes_equal_REV","Q7_16_no_dominate_REV","soc_dom_orient","Q8_3_sensitive_feelings_REV","Q8_4_not_helpful_REV","Q8_6_no_aid_REV","Q8_9_no_involvement_REV","Q8_10_no_help_others_REV","Q8_12_emotion_avoid_REV","Q8_13_trouble_themselves_REV","comm_orient_scale","horiz_indiv","vert_indiv","horiz_collect","vert_collect"
"2017-06-08 06:18:13","2017-06-08 06:18:13","Survey Test","","100","0","True","2017-06-08 06:18:13","R_8AgpW0Rip3g7nr7","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",4,5,5,5,6,2,4,3,2,4,5,3,7,2,3,4,2,6,2,6,2,4,7,5,4,5,7,3,5,1,6,1,3,3,2,1,4,5,5,4,5,2,7,7,6,6,1,7,9,7,6,4,8,4,4,8,97,"Other","Post-graduate degree",1,2,"Self-employed","Other","","","$90,000-$119,999 per year","More than 24,999 MAD","25,001 – 40,000 pesos","Living comfortably on present income","Protestant","","Annually (at least once a year)",11,45,"Single/Never been married",39738,1,,"","7 days","3 days","1 day","On a computer or tablet at school",8,1,25906,19,1,1,"4",3,3,6,5,4,5,3.5,5,2.5,5,6,2,6,4,1,3,4,3,3.8125,3,7,7,6,7,3,3,66,21,20,26,24
"2017-06-08 06:18:15","2017-06-08 06:18:15","Survey Test","","100","0","True","2017-06-08 06:18:15","R_0vrJ6qJW8yOSVqR","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",5,5,6,6,2,3,6,4,6,6,1,2,5,4,5,2,7,1,2,2,6,6,7,3,2,3,1,3,3,4,6,6,7,7,5,7,6,3,5,3,5,6,5,6,6,7,7,2,9,1,7,2,9,2,2,3,40,"Prefer not to answer","Some college",1,1,"Self-employed","Service or labor","","","","1,000 - 1,499 MAD","6,001 – 7,500 pesos","Living comfortably on present income","Other (Write in:)","Volutpat, praesent! Ac suspendisse! Sed, pede nunc eu massa? Ligula.","Weekly (at least once a week)",31,31,"Domestic partnership/Living with partner ",83441,1,,"","5 days","6 days","6 days","On a computer or tablet at home",18,1,47087,15,0,0,"",3,2,5,4,2,5,4.5,5,4,2,6,6,2,2,1,5,6,5,3.75,5,4,2,3,1,5,3,56,22,22,19,16
"2017-06-08 06:18:15","2017-06-08 06:18:15","Survey Test","","100","0","True","2017-06-08 06:18:15","R_3EEdsDip11hxyqp","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",1,3,3,1,4,2,5,2,5,1,4,6,6,3,4,4,5,7,5,4,1,3,7,4,1,6,3,2,5,6,7,4,7,6,2,3,7,4,7,5,9,5,6,8,1,3,3,5,7,4,9,3,7,7,9,6,2,"Female","High school",0,,"","","Retired","","","2,000 - 2,999 MAD","4,001 – 5,000 pesos","Living comfortably on present income","No Religion/Atheist/Agnostic","","",69,21,"Married",18361,1,,"","2 days","1 day","Never","Other",13,1,70799,16,0,0,"",5,7,6,6,7,3.5,5,4.5,6,5.5,3,4,7,5,1,4,7,2,4.5,3,2,4,6,5,4,1,62,28,12,23,29
"2017-06-08 06:18:14","2017-06-08 06:18:14","Survey Test","","100","0","True","2017-06-08 06:18:14","R_1ZzT2to5QicFKxD","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",4,6,2,3,2,1,5,2,4,2,4,7,5,5,4,3,3,4,5,1,2,5,4,3,1,1,5,7,5,1,2,6,1,5,5,6,4,6,6,1,2,3,6,9,2,9,9,3,6,5,1,5,7,7,8,5,130,"Prefer not to answer","None",0,,"","","Disabled","","$6,000-$11,999 per year","249 MAD or less","More than 40,000 pesos","Finding it very difficult on present income","Other (Write in:)","Morbi morbi blandit tellus mauris magnis rutrum ullamcorper ut vitae, sagittis.","Monthly (at least once a month)",92,8,"Married",48792,1,,"","3 days","1 day","1 day","Other",10,1,63688,19,1,0,"",2,5,7,6,6,5.5,3.5,4,4.5,4,3,7,6,3,4,5,7,7,4.8125,3,7,2,3,2,2,2,46,20,23,17,27
"2017-06-08 06:18:14","2017-06-08 06:18:14","Survey Test","","100","0","True","2017-06-08 06:18:14","R_dihZITcdo3RL2U5","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",6,1,7,1,1,4,2,3,3,7,4,3,3,6,7,4,5,3,2,6,4,2,7,3,3,5,5,4,5,2,4,1,6,4,6,7,2,5,4,5,1,5,4,1,5,3,3,8,3,9,6,6,2,9,7,9,104,"Female","Elementary school",1,23,"Work for an employer","Managerial","","","$90,000-$119,999 per year","1,500 - 1,999 MAD","(None/No household income)","Getting by on present income","Islam/Muslim (Sunni)","","Do not regularly attend religious services",9,25,"Domestic partnership/Living with partner ",89752,0,1,"Vulputate? Cras duis. Montes accumsan egestas gravida? Pellentesque enim! Duis.","7 days","1 day","Less than once a week","On a mobile device",12,1,1810,5,0,1,"6",7,7,4,5,1,5,4.5,6,5,1,6,2,4,6,1,5,5,3,4.1875,3,6,7,2,1,3,4,56,11,19,24,27
"2017-06-08 06:18:16","2017-06-08 06:18:16","Survey Test","","100","0","True","2017-06-08 06:18:16","R_egvbDEAlzE0vZ9H","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",3,6,5,7,4,5,3,2,3,4,7,1,1,5,2,3,1,7,4,2,6,5,5,2,7,1,4,2,4,4,4,1,3,6,7,5,5,5,1,6,5,9,5,4,4,2,3,8,2,1,5,7,1,5,5,5,71,"Female","High school",1,17,"Self-employed","Farmer or rancher","","","Less than $6,000 per year","1,500 - 1,999 MAD","10,001 – 15,000 pesos","Getting by on present income","Mormon/Latter-Day Saints","","Monthly (at least once a month)",91,40,"Divorced",45296,0,1,"Eros nullam felis ab id lectus amet imperdiet? Curabitur odio aliquam.","2 days","Less than once a week","Less than once a week","On a computer or tablet at a public place (e.g., library)",15,1,88579,5,0,1,"13",2,1,3,6,4,3,2.5,5.5,2,4,4,6,2,3,3,6,1,7,3.6875,4,4,7,1,3,3,7,59,23,17,15,16
"2017-06-08 06:18:15","2017-06-08 06:18:15","Survey Test","","100","0","True","2017-06-08 06:18:15","R_0DIOeZXF5B4tNyt","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",2,5,3,3,5,6,6,7,4,6,5,2,7,3,5,2,2,5,6,7,6,2,4,2,5,1,2,6,5,6,7,5,1,2,5,4,3,5,3,6,2,7,4,9,9,3,3,1,4,2,2,9,6,7,8,4,27,"Female","Some college",1,10,"Self-employed","Other","","","$60,000-$89,999 per year","1,000 - 1,499 MAD","15,001 – 25,000 pesos","Getting by on present income","Other Non-Christian Religion","","Do not regularly attend religious services",69,8,"Domestic partnership/Living with partner ",66163,0,1,"Maecenas dolor vulputate! Convallis amet, eleifend proin! Posuere faucibus commodo.","1 day","4 days","5 days","On a computer or tablet at a public place (e.g., library)",9,1,48319,4,1,1,"1",3,5,2,1,2,2,4.5,2,4.5,3.5,2,1,2,6,4,6,3,7,3.875,3,2,3,3,4,3,5,50,22,16,17,25
"2017-06-08 06:18:15","2017-06-08 06:18:15","Survey Test","","100","0","True","2017-06-08 06:18:15","R_87DJUvXfg9tDAkR","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",7,6,2,5,4,5,6,7,6,7,2,4,5,4,3,7,2,4,7,2,6,3,2,2,3,5,7,2,7,4,4,4,2,6,3,7,3,3,7,3,2,6,2,5,3,4,9,2,9,4,9,4,3,5,3,3,89,"Male","College degree",1,13,"Work for an employer","Professional","","","$60,000-$89,999 per year","(Refused to give household income)","6,001 – 7,500 pesos","Finding it difficult on present income","Buddhism","","Weekly (at least once a week)",84,11,"Single/Never been married",64602,1,,"","5 days","1 day","5 days","On a computer or tablet at home",17,1,52388,18,1,0,"",2,3,3,1,1,5,4,1.5,4.5,2.5,1,6,2,5,6,6,5,3,4.0625,1,4,4,5,1,5,1,48,15,18,26,14
"2017-06-08 06:18:16","2017-06-08 06:18:16","Survey Test","","100","0","True","2017-06-08 06:18:16","R_dhhBPWMSRIwxoHj","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",5,6,5,7,5,7,2,5,6,5,4,1,2,1,1,3,2,7,6,7,3,5,3,2,7,5,2,4,2,5,7,3,1,5,4,5,3,3,2,1,4,8,5,5,1,1,2,3,4,9,2,4,2,5,1,5,103,"Other","None",1,18,"Work for an employer","Managerial","","","$6,000-$11,999 per year","1,000 - 1,499 MAD","15,001 – 25,000 pesos","Living comfortably on present income","Don’t know","","",44,67,"Divorced",63413,1,,"","Never","5 days","3 days","On a computer or tablet at a public place (e.g., library)",8,1,58945,21,0,0,"",2,1,1,3,3,3,2,4,3.5,4,2,1,5,3,5,6,1,3,2.9375,6,3,5,4,3,5,6,55,22,7,19,13
"2017-06-08 06:18:17","2017-06-08 06:18:17","Survey Test","","100","0","True","2017-06-08 06:18:17","R_b4rnLpkGUAEcoHH","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",2,4,5,4,7,1,6,2,4,6,6,4,2,5,3,5,7,3,5,5,2,2,2,1,1,4,3,3,7,7,5,3,3,4,6,1,5,2,6,2,8,5,9,6,4,5,2,6,7,3,1,2,6,9,8,8,47,"Female","High school",1,4,"Work for an employer","Military","","","Less than $6,000 per year","250 - 499 MAD","More than 40,000 pesos","Finding it difficult on present income","Don’t know","","",77,4,"Widowed",88431,1,,"","7 days","Less than once a week","Never","On a computer or tablet at school",7,1,88389,17,0,1,"3",4,4,7,6,2,4.5,5,5.5,4,4.5,3,3,6,6,6,7,7,4,4.8125,1,1,5,2,7,6,2,49,28,17,13,31
"2017-06-08 06:18:16","2017-06-08 06:18:16","Survey Test","","100","0","True","2017-06-08 06:18:16","R_cXR2adzu8TXvPkp","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",2,3,5,4,3,7,1,1,6,4,4,1,6,7,5,6,3,6,5,3,7,1,1,7,7,5,7,4,1,3,2,7,6,1,3,7,7,1,1,5,2,8,7,4,4,5,1,4,9,2,3,9,4,8,8,3,140,"Prefer not to answer","High school",1,16,"Work for an employer","Other","","","$240,000 or more per year","(Refused to give household income)","6,001 – 7,500 pesos","Finding it very difficult on present income","No Religion/Atheist/Agnostic","","",30,60,"Separated",46066,0,0,"Blandit! Fermentum dui viverra potenti metus pretium per porttitor! Pellentesque maecenas.","5 days","3 days","3 days","Other",3,1,44627,19,0,0,"",5,4,1,7,4,1.5,3,6,5,3.5,3,5,1,7,7,1,1,3,4.125,7,5,1,5,1,7,7,65,21,14,23,23
"2017-06-08 06:18:16","2017-06-08 06:18:16","Survey Test","","100","0","True","2017-06-08 06:18:16","R_0HEW6qXhysImu6p","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",7,1,6,4,3,4,1,6,5,1,3,1,7,6,7,5,2,7,2,6,7,1,2,5,6,5,4,2,1,7,7,5,3,1,7,1,2,3,4,2,7,5,2,4,9,6,5,2,6,2,4,6,5,1,3,6,132,"Prefer not to answer","Elementary school",0,,"","","Disabled","","$60,000-$89,999 per year","20,000 - 24,999 MAD","700 pesos or less","Finding it very difficult on present income","Islam/Muslim (Sunni)","","Annually (at least once a year)",15,56,"Domestic partnership/Living with partner ",72751,1,,"","Less than once a week","3 days","Less than once a week","On a mobile device",0,0,,,0,1,"1",7,4,4,2,7,5.5,4,4,4.5,5,6,2,1,7,6,3,2,3,4.25,7,1,3,1,7,5,4,49,18,22,18,15
"2017-06-08 06:18:17","2017-06-08 06:18:17","Survey Test","","100","0","True","2017-06-08 06:18:17","R_6PXQMHhssDm5sfH","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",7,3,1,2,6,7,3,7,4,6,7,4,5,7,7,4,6,2,7,7,3,3,7,3,2,7,1,1,7,3,1,4,3,1,3,6,6,7,7,1,4,3,9,4,1,5,9,8,2,1,4,8,4,2,9,8,12,"Female","College degree",1,2,"Work for an employer","Professional","","","$60,000-$89,999 per year","500 - 999 MAD","7,501 – 10,000 pesos","Finding it very difficult on present income","Chinese Traditional Religion/Confucianism","","Monthly (at least once a month)",55,94,"Domestic partnership/Living with partner ",19540,1,,"","1 day","7 days","7 days","On a computer or tablet at school",24,0,,,1,1,"0",5,6,1,1,2,4,4,1,5,4,1,1,5,5,1,5,6,1,4.1875,1,5,4,5,2,1,1,33,20,23,15,23
"2017-06-08 06:18:18","2017-06-08 06:18:18","Survey Test","","100","0","True","2017-06-08 06:18:18","R_6o5jg58cHJ6rATb","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",5,2,5,7,1,2,1,5,4,5,6,4,3,3,1,3,6,4,5,4,4,7,4,7,5,5,2,7,4,1,4,3,7,6,6,4,1,6,5,4,1,3,1,3,3,9,4,8,2,5,1,7,7,5,6,3,6,"Female","Elementary school",0,,"","","Retired","","$12,000-$23,999 per year","1,500 - 1,999 MAD","25,001 – 40,000 pesos","Getting by on present income","No Religion/Atheist/Agnostic","","",8,52,"Married",40465,0,0,"Elit aenean nonummy eget fusce ut integer bibendum dolor placerat.","2 days","2 days","6 days","On a computer or tablet at home",9,1,70723,17,1,1,"10",6,1,6,3,3,5.5,3.5,4,2.5,2,3,4,4,1,4,1,3,3,3.3125,4,7,5,2,4,2,3,58,8,24,15,21
"2017-06-08 06:18:17","2017-06-08 06:18:17","Survey Test","","100","0","True","2017-06-08 06:18:17","R_8dFIm2DfTXvbaRv","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",2,1,7,6,4,7,7,1,6,2,3,6,7,2,7,1,7,3,1,5,4,5,3,6,2,2,2,1,5,7,2,5,1,1,2,4,4,3,1,1,2,7,3,2,2,8,4,5,5,9,2,4,3,2,2,6,134,"Prefer not to answer","Some college",0,,"","","Homemaker (including stay-at-home parents)","","$6,000-$11,999 per year","1,000 - 1,499 MAD","5,001 – 6,000 pesos","Living comfortably on present income","Islam/Muslim (Sunni)","","Weekly (at least once a week)",96,1,"Divorced",48995,0,1,"Lorem malesuada tincidunt amet! Pede. Tincidunt aliquet purus temporibus molestie interdum cras nulla montes odio.","1 day","3 days","Less than once a week","On a computer or tablet at home",20,1,28870,21,0,0,"",7,2,1,7,6,1.5,7,7,4,5,7,3,4,3,5,2,6,6,4.5,3,1,3,6,4,5,7,41,14,19,20,13
"2017-06-08 06:18:18","2017-06-08 06:18:18","Survey Test","","100","0","True","2017-06-08 06:18:18","R_0wvPQ4hcXD0IRhz","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",4,5,6,4,1,6,7,5,6,6,7,5,2,3,6,7,4,1,7,2,4,2,5,4,7,3,7,7,1,4,7,1,2,7,4,1,5,7,1,6,2,2,2,8,6,2,5,4,4,6,9,3,6,8,7,8,90,"Other","College degree",1,6,"Work for an employer","Secretarial or clerical","","","$60,000-$89,999 per year","More than 24,999 MAD","5,001 – 6,000 pesos","Finding it very difficult on present income","Buddhism","","Weekly (at least once a week)",30,18,"Married",34065,0,0,"Tortor egestas! Nunc elementum orci. Aliquet atque morbi! Wisi dapibus.","1 day","7 days","6 days","On a mobile device",19,0,,,0,0,"",3,4,2,3,2,3,5,4.5,5,1.5,1,6,4,6,3,4,1,5,4.0625,7,4,7,4,7,1,7,78,14,17,22,29
"2017-06-08 06:18:17","2017-06-08 06:18:17","Survey Test","","100","0","True","2017-06-08 06:18:17","R_1S84BebJuSZyl9j","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",4,2,7,2,7,6,7,5,3,5,7,1,4,6,1,3,3,5,4,5,5,3,4,6,1,7,1,2,5,4,2,4,7,4,4,4,7,6,7,2,4,7,1,8,8,3,7,2,8,2,2,2,8,4,6,3,136,"Other","Some college",0,,"","","Disabled","","$6,000-$11,999 per year","15,000 - 19,999 MAD","5,001 – 6,000 pesos","Finding it very difficult on present income","No Religion/Atheist/Agnostic","","",62,14,"Widowed",29882,1,,"","3 days","7 days","2 days","On a computer or tablet at work",1,0,,,0,1,"3",6,6,2,3,3,3,6.5,5,4.5,5,4,3,3,5,4,2,7,1,3.6875,3,4,4,4,4,2,1,47,20,20,14,21
"2017-06-08 06:18:18","2017-06-08 06:18:18","Survey Test","","100","0","True","2017-06-08 06:18:18","R_dnxuUq2VjqRUzD7","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",7,6,7,4,5,1,1,7,4,1,1,2,5,1,3,6,5,1,3,1,2,1,3,1,4,3,1,7,2,6,7,2,7,7,1,2,6,3,4,7,6,7,2,8,1,6,9,6,2,3,7,3,6,4,8,5,71,"Prefer not to answer","Some college",1,6,"Self-employed","Farmer or rancher","","","$6,000-$11,999 per year","2,000 - 2,999 MAD","6,001 – 7,500 pesos","Living comfortably on present income","Roman Catholic","","Monthly (at least once a month)",40,66,"Married",52821,1,,"","4 days","6 days","1 day","On a computer or tablet at work",23,1,95963,0,1,1,"8",2,4,7,1,7,7,1.5,4,4,6,5,7,6,7,5,7,4,5,4.375,6,2,6,7,6,5,4,78,23,22,15,23
"2017-06-08 06:18:19","2017-06-08 06:18:19","Survey Test","","100","0","True","2017-06-08 06:18:19","R_cHNA1oa0WeXv845","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",1,4,6,3,5,4,7,1,4,5,7,7,6,6,3,1,3,7,4,4,1,2,2,5,4,6,6,4,4,4,5,7,5,5,1,4,4,6,6,7,8,3,1,7,7,6,8,1,6,7,4,9,1,8,2,2,97,"Female","High school",1,16,"Self-employed","Secretarial or clerical","","","$120,000-$179,999 per year","249 MAD or less","4,001 – 5,000 pesos","Finding it difficult on present income","Buddhism","","Weekly (at least once a week)",33,38,"Domestic partnership/Living with partner ",82057,1,,"","4 days","2 days","5 days","On a mobile device",9,0,,,1,0,"",4,5,4,7,3,2.5,5.5,6.5,4.5,4,4,4,7,6,6,3,4,2,4.75,4,4,1,7,4,2,2,60,19,22,26,13
"2017-06-08 06:18:18","2017-06-08 06:18:18","Survey Test","","100","0","True","2017-06-08 06:18:18","R_026W8Z2uZ4YryCN","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",2,7,3,2,5,2,5,5,6,5,6,3,5,1,1,5,4,3,6,5,5,2,6,6,3,4,3,3,3,4,1,7,4,2,7,2,5,4,7,3,2,8,9,4,2,2,8,6,2,7,3,6,4,6,8,8,86,"Female","Elementary school",0,,"","","Retired","","Less than $6,000 per year","1,000 - 1,499 MAD","1,501 – 3,000 pesos","Getting by on present income","Sikhism","","Do not regularly attend religious services",5,37,"Divorced",25274,0,1,"Proin dolor per vehicula enim sit! Integer nunc duis? Potenti.","2 days","7 days","Never","On a computer or tablet at home",15,0,,,0,0,"",1,6,6,3,3,4,3,3,6,4,2,3,3,6,2,2,5,4,3.4375,5,4,1,1,6,4,1,43,23,18,18,26
"2017-06-08 06:18:19","2017-06-08 06:18:19","Survey Test","","100","0","True","2017-06-08 06:18:19","R_0MUTaLcXVP76QxD","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",1,2,7,7,2,1,3,2,6,4,7,6,7,4,4,4,1,2,4,4,6,3,1,2,2,2,6,6,2,6,7,7,4,3,3,3,6,1,6,6,1,4,7,6,8,3,7,4,3,2,8,3,8,2,8,4,34,"Other","Some college",1,16,"Work for an employer","Secretarial or clerical","","","$240,000 or more per year","5,000 - 7,999 MAD","701 – 1,500 pesos","Finding it very difficult on present income","Sikhism","","Weekly (at least once a week)",34,90,"Married",89650,1,,"","1 day","Less than once a week","5 days","On a computer or tablet at a public place (e.g., library)",19,1,61219,11,1,0,"",6,1,7,6,4,4,4.5,6.5,3.5,3,4,4,2,5,7,6,6,6,4.6875,6,2,1,5,5,7,2,66,18,22,16,22
"2017-06-08 06:18:20","2017-06-08 06:18:20","Survey Test","","100","0","True","2017-06-08 06:18:20","R_4YeQBwPniXQoVPT","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",1,6,7,3,7,1,3,3,2,1,2,6,7,7,5,1,5,5,6,1,3,1,2,3,3,2,4,4,5,6,5,6,5,4,2,3,3,2,2,5,4,4,1,8,1,4,7,6,8,7,7,8,4,8,7,2,51,"Female","Some college",0,,"","","Student","","Less than $6,000 per year","20,000 - 24,999 MAD","25,001 – 40,000 pesos","Living comfortably on present income","Chinese Traditional Religion/Confucianism","","Monthly (at least once a month)",35,85,"Separated",31110,1,,"","7 days","Never","7 days","On a computer or tablet at school",0,0,,,0,0,"",2,5,7,5,7,4,2.5,6,3.5,7,2,7,5,7,6,5,5,6,5.0625,3,2,2,6,5,6,6,60,17,18,30,21
"2017-06-08 06:18:19","2017-06-08 06:18:19","Survey Test","","100","0","True","2017-06-08 06:18:19","R_85QHVgBSNCt8Vj7","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",5,5,6,1,4,3,5,7,5,1,1,3,5,2,5,1,5,5,3,2,2,6,2,2,2,1,3,4,4,2,5,7,1,7,7,4,6,3,4,4,3,9,4,2,9,9,8,5,5,4,1,9,2,6,9,1,35,"Male","Post-graduate degree",1,21,"Work for an employer","Professional","","","$48,000-$59,999 per year","1,500 - 1,999 MAD","10,001 – 15,000 pesos","Finding it difficult on present income","Islam/Muslim (Sunni)","","Monthly (at least once a month)",90,39,"Married",25671,1,,"","3 days","4 days","2 days","On a computer or tablet at home",17,1,69864,0,0,1,"10",3,7,5,1,7,5,4,3.5,6,5.5,5,6,6,2,6,6,6,7,4.4375,4,6,1,1,4,5,4,55,18,31,19,18
"2017-06-08 06:18:19","2017-06-08 06:18:20","Survey Test","","100","1","True","2017-06-08 06:18:20","R_bxXuCWVtdVx8jo9","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",4,4,2,7,1,4,1,7,4,5,7,3,1,3,1,7,2,1,1,5,1,4,4,2,7,3,1,5,3,7,7,5,6,7,7,7,5,5,1,2,2,3,2,7,7,5,1,2,9,5,5,6,9,1,2,1,121,"Other","None",1,0,"Self-employed","Farmer or rancher","","","$24,000-$35,999 per year","(None/No household income)","3,001 – 4,000 pesos","Finding it very difficult on present income","Islam/Muslim (Sunni)","","Do not regularly attend religious services",69,86,"Widowed",7481,1,,"","2 days","6 days","2 days","On a computer or tablet at work",22,1,43885,13,0,1,"11",4,1,4,1,3,4,2.5,1.5,2.5,2,7,3,7,4,4,6,1,5,3.875,5,1,3,1,1,3,7,54,14,15,25,13
"2017-06-08 06:18:20","2017-06-08 06:18:20","Survey Test","","100","0","True","2017-06-08 06:18:20","R_a3l8DN8R3c9cHJj","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",1,7,7,1,3,3,2,3,3,7,2,4,1,3,6,1,7,5,5,1,7,1,4,3,2,4,4,7,7,7,5,3,7,3,1,3,5,6,5,4,3,3,1,6,8,5,1,8,5,7,8,7,7,9,5,8,22,"Female","College degree",0,,"","","Student","","$6,000-$11,999 per year","(Does NOT know household income)","(None/No household income)","Living comfortably on present income","Hinduism","","Monthly (at least once a month)",92,94,"Divorced",99085,0,1,"Temporibus purus vel. Est iaculis porta platea suspendisse sodales primis curabitur. Morbi ridiculus fusce.","5 days","6 days","6 days","On a mobile device",4,1,2290,7,0,0,"",1,7,5,5,1,3,1.5,6,5,2,3,7,1,7,4,5,6,4,4.125,1,1,5,7,5,2,3,59,13,22,27,29
"2017-06-08 06:18:21","2017-06-08 06:18:21","Survey Test","","100","0","True","2017-06-08 06:18:21","R_eA40B066nDFc8CN","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",2,2,2,7,4,3,7,4,4,3,5,6,5,5,6,4,5,3,6,1,5,4,5,3,6,1,4,2,2,7,4,7,5,1,7,3,4,7,7,7,7,7,3,5,8,1,8,9,6,7,1,5,5,4,8,1,53,"Prefer not to answer","High school",0,,"","","Retired","","$120,000-$179,999 per year","2,000 - 2,999 MAD","5,001 – 6,000 pesos","Getting by on present income","Primal-indigenous/African Traditional and Diasporic/Animist/Nature Worship/Paganism","","Weekly (at least once a week)",93,24,"Domestic partnership/Living with partner ",20643,1,,"","3 days","1 day","1 day","On a computer or tablet at a public place (e.g., library)",12,0,,,0,0,"",6,1,5,4,5,3.5,6.5,3,2.5,4.5,2,7,3,4,3,5,2,7,4.5,6,1,1,1,5,1,1,43,22,26,19,18
"2017-06-08 06:18:20","2017-06-08 06:18:20","Survey Test","","100","0","True","2017-06-08 06:18:20","R_eA1haMRXhIzGOvH","","","","","45.654907226562","-94.084396362305","test","","I consent to participate in this experiment.",4,2,1,3,6,7,7,3,1,4,3,4,5,4,3,4,4,5,7,4,1,6,5,7,6,6,7,5,7,5,2,6,1,6,1,2,1,4,4,4,4,6,1,2,8,8,4,3,5,3,5,5,1,3,4,1,117,"Female","Some college",1,16,"Work for an employer","Other","","","Less than $6,000 per year","500 - 999 MAD","700 pesos or less","Living comfortably on present income","Buddhism","","Monthly (at least once a month)",95,27,"Single/Never been married",34736,0,0,"Fusce suscipit! Sapien augue dui sem! Eget porttitor at dolorem porttitor magna.","1 day","7 days","Never","On a mobile device",14,1,70966,8,1,0,"",6,5,1,5,4,2.5,6.5,3,3,5,1,4,7,2,3,1,2,2,3.375,1,3,2,7,6,4,4,53,13,23,18,9
